id,product_id,quantity,subtotal,transaction_date
315,13,2,179.46,2025-01-02T18:37:00
316,9,2,105.5,2025-01-02T18:37:00
317,8,2,214.18,2025-01-02T18:37:00
318,8,3,321.27,2025-01-02T13:06:00
319,18,3,478.41,2025-01-02T13:06:00
320,20,2,209.72,2025-01-02T13:06:00
321,19,3,547.47,2025-01-02T13:06:00
322,13,1,89.73,2025-01-02T08:24:00
323,20,3,314.58,2025-01-02T08:24:00
324,4,1,118.25,2025-01-02T08:24:00
325,17,2,370.86,2025-01-02T08:24:00
326,11,1,57.52,2025-01-02T08:24:00
327,12,3,590.7,2025-01-02T06:20:00
328,15,2,273.96,2025-01-02T06:20:00
329,7,2,174.94,2025-01-02T06:20:00
330,12,3,590.7,2025-01-02T14:45:00
331,7,3,262.41,2025-01-02T14:45:00
332,8,2,214.18,2025-01-02T16:36:00
333,20,2,209.72,2025-01-02T16:36:00
334,2,2,116.44,2025-01-02T16:36:00
335,12,3,590.7,2025-01-02T20:11:00
336,11,1,57.52,2025-01-02T20:11:00
337,1,2,124.88,2025-01-02T20:11:00
338,16,1,188.75,2025-01-02T20:11:00
339,19,3,547.47,2025-01-02T17:24:00
340,3,2,221.68,2025-01-02T17:24:00
341,12,2,393.8,2025-01-02T17:24:00
342,20,3,314.58,2025-01-02T17:24:00
343,15,1,136.98,2025-01-02T17:14:00
344,20,3,314.58,2025-01-02T17:14:00
345,7,2,174.94,2025-01-02T17:14:00
346,15,1,136.98,2025-01-02T11:55:00
347,16,3,566.25,2025-01-02T11:55:00
348,17,3,556.29,2025-01-02T11:55:00
349,18,3,478.41,2025-01-02T11:55:00
350,3,3,332.52,2025-01-02T11:55:00
351,9,1,52.75,2025-01-02T07:04:00
352,11,3,172.56,2025-01-02T07:04:00
353,6,2,209.2,2025-01-02T07:04:00
354,5,2,257.36,2025-01-02T07:04:00
355,4,3,354.75,2025-01-02T13:51:00
356,18,1,159.47,2025-01-02T13:51:00
357,13,1,89.73,2025-01-02T13:51:00
358,10,3,330.81,2025-01-02T13:51:00
359,19,3,547.47,2025-01-02T13:51:00
360,6,1,104.6,2025-01-02T14:07:00
361,10,3,330.81,2025-01-02T14:07:00
362,16,1,188.75,2025-01-02T14:07:00
363,4,2,236.5,2025-01-02T14:07:00
364,2,2,116.44,2025-01-02T14:07:00
365,7,1,87.47,2025-01-02T10:24:00
366,13,2,179.46,2025-01-02T10:24:00
367,16,2,377.5,2025-01-02T10:24:00
368,20,1,104.86,2025-01-02T10:24:00
369,6,3,313.8,2025-01-02T10:24:00
370,17,1,185.43,2025-01-02T09:01:00
371,5,1,128.68,2025-01-02T09:01:00
372,19,1,182.49,2025-01-02T09:01:00
373,20,3,314.58,2025-01-02T09:01:00
374,4,1,118.25,2025-01-02T13:06:00
375,14,2,112.98,2025-01-02T13:06:00
376,12,1,196.9,2025-01-02T13:06:00
377,11,1,57.52,2025-01-02T13:06:00
378,10,1,110.27,2025-01-02T13:06:00
379,5,1,128.68,2025-01-02T18:33:00
380,19,1,182.49,2025-01-02T18:33:00
381,9,3,158.25,2025-01-02T20:44:00
382,10,1,110.27,2025-01-02T20:44:00
383,17,2,370.86,2025-01-02T17:04:00
384,15,1,136.98,2025-01-02T17:04:00
385,16,3,566.25,2025-01-02T17:04:00
386,11,2,115.04,2025-01-02T10:53:00
387,16,2,377.5,2025-01-02T10:16:00
388,9,3,158.25,2025-01-02T10:16:00
389,16,3,566.25,2025-01-02T14:50:00
390,9,1,52.75,2025-01-02T14:50:00
391,13,2,179.46,2025-01-02T14:50:00
392,20,1,104.86,2025-01-02T14:50:00
393,3,2,221.68,2025-01-02T14:50:00
394,10,1,110.27,2025-01-02T11:08:00
395,9,3,158.25,2025-01-02T11:08:00
396,17,2,370.86,2025-01-02T11:08:00
397,19,2,364.98,2025-01-02T11:08:00
398,20,3,314.58,2025-01-02T11:19:00
399,3,2,221.68,2025-01-02T11:19:00
400,15,3,410.94,2025-01-02T11:19:00
401,16,3,566.25,2025-01-02T11:19:00
402,7,1,87.47,2025-01-02T14:50:00
403,12,1,196.9,2025-01-02T14:50:00
404,17,1,185.43,2025-01-02T06:29:00
405,16,3,566.25,2025-01-02T06:29:00
406,7,1,87.47,2025-01-02T10:26:00
407,1,2,124.88,2025-01-02T10:26:00
408,16,1,188.75,2025-01-03T08:03:00
409,17,1,185.43,2025-01-03T08:03:00
410,5,3,386.04,2025-01-03T08:03:00
411,14,2,112.98,2025-01-03T07:12:00
412,10,3,330.81,2025-01-03T07:12:00
413,15,3,410.94,2025-01-03T11:37:00
414,4,1,118.25,2025-01-03T11:37:00
415,4,1,118.25,2025-01-03T19:56:00
416,13,2,179.46,2025-01-03T19:56:00
417,18,3,478.41,2025-01-03T19:56:00
418,5,2,257.36,2025-01-03T19:56:00
419,4,2,236.5,2025-01-03T16:29:00
420,16,3,566.25,2025-01-03T16:29:00
421,7,3,262.41,2025-01-03T16:29:00
422,2,1,58.22,2025-01-03T16:29:00
423,9,2,105.5,2025-01-03T16:29:00
424,6,3,313.8,2025-01-03T08:11:00
425,4,2,236.5,2025-01-03T08:11:00
426,9,2,105.5,2025-01-03T08:11:00
427,20,2,209.72,2025-01-03T14:58:00
428,5,1,128.68,2025-01-03T14:58:00
429,9,2,105.5,2025-01-03T14:58:00
430,15,3,410.94,2025-01-03T14:58:00
431,14,3,169.47,2025-01-03T22:54:00
432,18,3,478.41,2025-01-03T22:54:00
433,12,1,196.9,2025-01-03T22:54:00
434,3,1,110.84,2025-01-03T07:34:00
435,10,2,220.54,2025-01-03T07:34:00
436,12,1,196.9,2025-01-03T07:34:00
437,9,3,158.25,2025-01-03T07:34:00
438,7,2,174.94,2025-01-03T07:34:00
439,8,1,107.09,2025-01-03T22:47:00
440,12,2,393.8,2025-01-03T21:52:00
441,17,3,556.29,2025-01-03T21:52:00
442,20,1,104.86,2025-01-03T21:52:00
443,19,1,182.49,2025-01-03T21:52:00
444,3,2,221.68,2025-01-03T21:52:00
445,3,3,332.52,2025-01-03T10:45:00
446,14,2,112.98,2025-01-03T10:45:00
447,17,3,556.29,2025-01-03T10:45:00
448,8,1,107.09,2025-01-03T10:45:00
449,19,3,547.47,2025-01-03T20:26:00
450,9,1,52.75,2025-01-03T20:26:00
451,8,2,214.18,2025-01-03T20:26:00
452,5,1,128.68,2025-01-03T20:26:00
453,2,3,174.66,2025-01-03T17:40:00
454,17,2,370.86,2025-01-03T17:40:00
455,16,1,188.75,2025-01-03T15:41:00
456,19,2,364.98,2025-01-03T15:41:00
457,3,2,221.68,2025-01-03T13:27:00
458,19,2,364.98,2025-01-03T13:27:00
459,14,3,169.47,2025-01-03T13:27:00
460,10,2,220.54,2025-01-03T13:27:00
461,16,2,377.5,2025-01-03T13:27:00
462,14,2,112.98,2025-01-03T08:18:00
463,10,2,220.54,2025-01-03T08:18:00
464,5,2,257.36,2025-01-03T08:18:00
465,9,1,52.75,2025-01-03T15:32:00
466,16,1,188.75,2025-01-03T15:32:00
467,2,2,116.44,2025-01-03T16:40:00
468,8,1,107.09,2025-01-03T16:40:00
469,17,2,370.86,2025-01-03T16:40:00
470,12,2,393.8,2025-01-03T16:40:00
471,5,3,386.04,2025-01-03T16:40:00
472,20,1,104.86,2025-01-03T07:27:00
473,11,3,172.56,2025-01-03T07:27:00
474,16,2,377.5,2025-01-03T07:27:00
475,5,2,257.36,2025-01-03T07:27:00
476,18,1,159.47,2025-01-03T07:27:00
477,17,2,370.86,2025-01-03T17:27:00
478,8,3,321.27,2025-01-03T12:39:00
479,19,3,547.47,2025-01-03T12:39:00
480,1,2,124.88,2025-01-03T12:39:00
481,15,2,273.96,2025-01-03T12:39:00
482,19,2,364.98,2025-01-03T22:43:00
483,13,3,269.19,2025-01-03T22:43:00
484,6,1,104.6,2025-01-03T22:43:00
485,6,1,104.6,2025-01-03T22:15:00
486,2,1,58.22,2025-01-03T22:15:00
487,19,1,182.49,2025-01-03T22:15:00
488,9,1,52.75,2025-01-03T22:15:00
489,1,2,124.88,2025-01-03T12:09:00
490,20,1,104.86,2025-01-03T19:32:00
491,4,3,354.75,2025-01-03T10:44:00
492,15,1,136.98,2025-01-03T10:44:00
493,6,1,104.6,2025-01-03T10:44:00
494,11,1,57.52,2025-01-03T10:44:00
495,4,1,118.25,2025-01-03T12:43:00
496,9,1,52.75,2025-01-03T11:31:00
497,16,3,566.25,2025-01-03T12:06:00
498,15,3,410.94,2025-01-03T12:06:00
499,5,3,386.04,2025-01-03T12:06:00
500,13,2,179.46,2025-01-03T12:06:00
501,1,2,124.88,2025-01-03T17:22:00
502,14,1,56.49,2025-01-03T17:22:00
503,15,1,136.98,2025-01-03T17:22:00
504,16,1,188.75,2025-01-03T17:33:00
505,7,2,174.94,2025-01-03T17:33:00
506,8,2,214.18,2025-01-03T17:33:00
507,10,3,330.81,2025-01-03T17:33:00
508,19,2,364.98,2025-01-03T12:23:00
509,17,1,185.43,2025-01-03T12:23:00
510,15,1,136.98,2025-01-03T12:23:00
511,14,1,56.49,2025-01-03T12:23:00
512,20,2,209.72,2025-01-03T19:05:00
513,5,3,386.04,2025-01-03T13:25:00
514,9,3,158.25,2025-01-03T13:25:00
515,20,1,104.86,2025-01-03T13:25:00
516,7,2,174.94,2025-01-03T13:25:00
517,1,3,187.32,2025-01-03T13:25:00
518,2,2,116.44,2025-01-03T18:17:00
519,6,2,209.2,2025-01-03T18:17:00
520,9,1,52.75,2025-01-03T18:17:00
521,12,3,590.7,2025-01-03T18:17:00
522,17,1,185.43,2025-01-03T18:17:00
523,20,1,104.86,2025-01-03T17:47:00
524,7,2,174.94,2025-01-03T17:47:00
525,5,2,257.36,2025-01-03T17:47:00
526,13,1,89.73,2025-01-03T17:47:00
527,2,3,174.66,2025-01-03T15:58:00
528,8,3,321.27,2025-01-03T12:10:00
529,16,3,566.25,2025-01-03T12:10:00
530,6,2,209.2,2025-01-03T12:10:00
531,10,1,110.27,2025-01-03T12:10:00
532,4,1,118.25,2025-01-03T17:19:00
533,9,2,105.5,2025-01-03T17:19:00
534,4,3,354.75,2025-01-03T16:40:00
535,10,1,110.27,2025-01-03T16:40:00
536,6,1,104.6,2025-01-03T16:40:00
537,9,1,52.75,2025-01-03T16:40:00
538,13,2,179.46,2025-01-03T16:40:00
539,16,3,566.25,2025-01-03T19:10:00
540,11,3,172.56,2025-01-03T19:10:00
541,6,1,104.6,2025-01-03T19:10:00
542,7,3,262.41,2025-01-03T10:34:00
543,15,1,136.98,2025-01-03T13:46:00
544,11,3,172.56,2025-01-03T12:43:00
545,1,2,124.88,2025-01-03T15:40:00
546,9,1,52.75,2025-01-03T15:40:00
547,16,1,188.75,2025-01-03T15:40:00
548,14,1,56.49,2025-01-03T15:40:00
549,20,1,104.86,2025-01-03T09:13:00
550,7,2,174.94,2025-01-03T09:13:00
551,9,2,105.5,2025-01-03T09:13:00
552,1,3,187.32,2025-01-03T09:13:00
553,19,1,182.49,2025-01-03T09:13:00
554,9,2,105.5,2025-01-03T17:31:00
555,6,2,209.2,2025-01-03T16:28:00
556,14,2,112.98,2025-01-03T16:28:00
557,2,1,58.22,2025-01-03T12:32:00
558,12,2,393.8,2025-01-03T12:32:00
559,19,1,182.49,2025-01-03T12:32:00
560,8,2,214.18,2025-01-03T12:32:00
561,17,3,556.29,2025-01-03T12:32:00
562,13,1,89.73,2025-01-03T16:47:00
563,8,3,321.27,2025-01-03T16:47:00
564,12,2,393.8,2025-01-03T16:47:00
565,17,2,370.86,2025-01-03T16:47:00
566,6,1,104.6,2025-01-03T16:47:00
567,2,3,174.66,2025-01-03T07:36:00
568,19,3,547.47,2025-01-03T07:36:00
569,16,2,377.5,2025-01-03T07:36:00
570,3,1,110.84,2025-01-03T16:58:00
571,13,2,179.46,2025-01-03T16:58:00
572,19,3,547.47,2025-01-03T16:58:00
573,16,1,188.75,2025-01-03T16:58:00
574,7,1,87.47,2025-01-03T15:55:00
575,19,2,364.98,2025-01-03T15:55:00
576,9,2,105.5,2025-01-03T10:36:00
577,6,2,209.2,2025-01-03T07:21:00
578,13,1,89.73,2025-01-03T12:04:00
579,12,1,196.9,2025-01-03T14:50:00
580,11,2,115.04,2025-01-03T14:50:00
581,9,2,105.5,2025-01-03T14:50:00
582,1,3,187.32,2025-01-03T14:50:00
583,6,1,104.6,2025-01-03T14:50:00
584,18,1,159.47,2025-01-03T09:18:00
585,5,1,128.68,2025-01-03T09:18:00
586,17,1,185.43,2025-01-03T09:18:00
587,11,2,115.04,2025-01-03T09:02:00
588,4,3,354.75,2025-01-03T09:02:00
589,5,3,386.04,2025-01-03T14:34:00
590,10,1,110.27,2025-01-03T14:34:00
591,1,1,62.44,2025-01-03T14:34:00
592,9,2,105.5,2025-01-03T14:34:00
593,19,1,182.49,2025-01-03T10:00:00
594,9,1,52.75,2025-01-03T10:00:00
595,7,1,87.47,2025-01-03T10:00:00
596,14,1,56.49,2025-01-03T12:54:00
597,4,1,118.25,2025-01-03T12:54:00
598,15,3,410.94,2025-01-03T22:32:00
599,16,2,377.5,2025-01-03T22:32:00
600,5,1,128.68,2025-01-03T22:32:00
601,1,3,187.32,2025-01-03T22:32:00
602,12,1,196.9,2025-01-03T22:32:00
603,13,2,179.46,2025-01-03T09:48:00
604,3,1,110.84,2025-01-03T09:48:00
605,12,2,393.8,2025-01-03T20:55:00
606,20,2,209.72,2025-01-03T20:55:00
