id,transaction_id,product_id,quantity,price
3104,1041,9,4,118.15
3105,1041,36,4,76.98
3106,1041,39,4,63.45
3107,1041,1,5,145.87
3108,1042,29,5,34.16
3109,1042,18,3,167.21
3110,1042,31,5,167.92
3111,1042,23,1,191.58
3137,1050,16,5,40.76
3138,1050,22,1,185.96
3139,1050,20,2,176.02
3148,1053,23,5,54.49
3149,1053,8,3,148.27
3206,1071,32,2,174.99
3223,1077,15,2,57.79
3246,1085,30,1,156.3
3247,1085,33,1,199.11
3248,1085,14,5,10.43
3249,1085,35,5,122.22
3295,1100,10,4,102.26
3296,1100,39,5,81.44
3297,1100,34,3,38.55
3315,1105,9,4,188.72
3316,1105,39,1,74.98
3317,1105,29,3,50.83
3337,1114,27,2,156.7
3338,1114,27,5,165.89
3339,1114,27,4,24.81
3340,1114,39,4,38.5
3341,1114,13,4,163.08
3370,1122,25,1,171.8
3371,1122,12,1,43.9
3372,1122,24,4,124.05
3373,1122,3,5,32.76
3374,1123,39,5,142.52
3375,1123,9,5,50.03
3376,1123,6,5,91.02
3378,1125,24,1,77.61
3387,1128,14,3,32.7
3388,1128,20,3,68.18
3389,1128,35,2,94.0
3390,1128,35,2,172.01
3394,1130,25,5,132.35
3395,1130,4,5,20.14
3396,1130,11,4,92.22
3408,1134,26,4,90.84
3409,1134,26,4,134.08
3410,1134,39,2,134.64
3411,1134,18,5,137.13
3422,1138,23,5,32.2
3423,1138,2,2,23.37
3424,1138,25,2,96.11
3426,1140,6,5,168.61
3427,1140,2,3,136.51
3435,1144,16,2,19.94
3443,1147,28,2,177.14
3444,1147,10,2,10.33
3445,1147,11,5,29.38
3446,1147,21,3,58.2
3474,1161,28,4,42.84
3481,1164,16,2,118.86
3482,1164,38,2,151.38
3483,1164,15,4,59.22
3492,1167,33,2,74.84
3493,1167,29,3,32.26
3498,1170,38,1,79.23
3548,1189,9,3,24.12
3549,1189,15,2,156.88
3550,1189,15,4,26.72
3551,1189,38,4,44.0
3552,1189,9,1,126.74
3568,1194,21,2,20.81
3569,1194,2,3,153.86
3584,1201,24,4,105.52
3585,1201,38,2,108.84
3596,1205,9,2,51.92
3597,1205,18,4,129.78
3598,1205,25,3,86.87
3599,1205,10,1,23.52
3616,1211,29,2,129.9
3617,1211,13,1,16.17
3622,1214,14,3,103.78
3623,1214,11,2,122.54
3624,1214,7,4,156.1
3625,1214,30,3,37.22
3656,1226,34,3,102.36
3657,1226,26,3,105.3
3658,1226,9,1,22.19
3666,1230,17,4,126.89
3667,1230,28,5,99.18
3668,1230,6,4,146.27
3669,1230,4,3,172.01
3670,1230,32,3,12.25
3675,1233,28,5,81.73
3676,1233,12,4,131.92
3677,1234,10,1,91.17
3678,1234,13,3,115.35
3684,1236,28,2,181.66
3685,1236,33,4,121.69
3686,1236,35,3,109.2
3687,1236,23,2,165.45
3718,1246,5,3,11.38
3794,1270,38,2,60.92
3854,1291,22,2,144.67
3855,1291,37,5,34.77
3856,1291,33,2,124.21
3857,1292,6,2,103.5
3863,1294,6,2,90.08
3864,1294,7,1,197.79
3911,1308,33,4,22.19
3912,1308,12,1,120.51
3913,1308,12,5,134.99
3922,1313,39,1,107.0
3923,1313,26,2,125.76
3924,1313,11,3,108.04
3932,1316,18,5,60.61
3933,1316,8,1,131.35
3934,1316,6,2,13.03
3937,1318,13,3,91.94
3938,1318,34,2,179.08
3945,1321,37,5,47.05
3954,1324,22,2,191.77
3955,1324,34,4,53.94
3956,1324,17,3,199.68
3957,1324,26,5,66.37
3979,1331,25,5,46.13
3980,1331,20,1,66.12
3981,1331,5,4,96.06
4016,1342,21,2,37.94
4017,1342,25,4,187.47
4018,1342,25,3,144.58
4019,1342,19,4,85.55
4021,1344,34,5,112.22
4022,1344,31,1,192.33
4105,1376,5,3,93.21
4152,1390,14,2,59.58
4153,1390,32,5,29.69
4167,1396,33,2,20.59
4168,1396,8,2,164.43
4169,1396,35,3,155.76
4170,1396,22,5,17.47
4171,1396,34,3,172.06
4178,1399,26,3,65.49
4179,1399,11,2,70.98
4180,1399,23,3,17.8
4193,1403,38,3,104.4
4194,1403,23,4,83.66
4195,1403,14,5,151.92
4196,1404,9,1,159.29
4197,1404,32,3,107.83
4198,1404,32,1,172.38
4199,1404,1,3,129.28
4200,1404,22,3,55.12
4257,1420,14,2,154.88
4258,1420,18,1,34.69
4259,1420,12,5,195.98
4260,1420,27,5,70.6
4269,1425,2,1,18.43
4270,1425,7,5,150.13
4271,1425,1,1,72.45
4272,1425,31,5,42.36
4273,1425,28,2,53.8
4317,1443,34,5,76.41
4318,1443,20,4,65.69
4319,1443,10,1,128.58
4320,1443,34,3,20.67
4321,1443,14,2,133.37
4430,1477,19,3,69.34
4431,1477,6,2,102.78
4432,1477,36,5,117.37
4439,1480,38,5,35.01
4440,1481,31,4,20.47
4441,1481,26,3,58.46
4442,1481,1,2,186.36
4443,1481,30,2,20.14
4444,1481,31,1,102.91
4462,1490,2,2,178.44
4463,1490,11,2,169.36
4464,1490,2,3,32.98
4465,1490,27,4,118.95
4478,1495,24,4,145.04
4480,1497,36,2,46.16
4481,1497,2,1,199.61
4491,1502,17,3,198.19
4492,1502,3,3,178.07
4493,1502,7,2,84.29
4524,1513,4,1,141.29
4525,1513,17,4,192.46
4526,1513,15,5,118.12
4552,1520,19,3,119.55
4553,1520,38,3,39.69
4562,1525,24,2,74.54
4563,1525,7,4,182.74
4564,1525,32,2,47.69
4565,1525,6,3,27.41
4574,1528,18,3,29.54
4575,1528,37,2,48.58
4576,1529,38,4,142.47
4577,1529,29,1,45.02
4578,1529,35,5,114.9
4579,1529,2,3,88.83
4582,1531,3,2,132.55
4583,1531,29,5,113.91
4598,1536,19,4,124.16
4599,1536,2,1,20.52
4600,1536,30,4,164.79
4631,1546,28,5,114.53
4668,1558,9,2,130.32
4669,1558,3,5,93.49
4740,1583,5,3,152.29
4741,1583,27,3,131.25
4742,1583,5,4,44.41
4747,1585,1,3,191.71
4754,1589,6,5,87.93
4755,1589,10,1,109.43
4756,1589,34,3,127.02
4757,1589,1,2,143.38
4758,1589,33,1,159.21
4769,1592,8,3,138.81
4770,1593,32,3,175.94
4807,1605,28,3,122.06
4808,1605,5,2,41.65
4831,1613,32,4,100.79
4832,1613,6,2,52.59
4833,1613,19,2,97.57
4834,1613,11,2,129.71
4835,1613,16,5,190.71
4862,1623,27,3,10.06
4863,1623,31,1,139.99
4864,1623,15,3,138.24
4869,1625,5,3,169.19
4870,1625,22,5,178.46
4871,1625,17,4,192.52
4872,1626,18,1,120.14
4873,1626,38,1,134.33
4875,1628,20,1,148.47
4876,1628,34,3,151.8
4877,1628,30,1,117.44
4878,1628,5,2,56.55
4879,1628,14,2,69.95
4890,1634,8,2,51.22
4891,1634,10,4,85.48
4892,1634,34,2,92.03
4902,1639,35,2,70.9
4922,1645,29,3,161.03
4923,1645,33,2,81.97
4925,1647,4,3,154.75
4926,1647,22,4,38.36
4927,1647,29,3,123.34
4928,1648,32,5,75.92
4929,1648,24,1,84.72
4930,1648,27,1,43.73
4951,1655,1,5,165.97
4952,1655,32,1,42.57
4953,1655,33,3,138.49
4954,1655,25,1,101.78
4955,1655,9,3,127.5
4999,1670,10,3,176.07
5000,1670,9,5,87.26
5001,1670,24,1,122.22
5017,1675,36,4,57.03
5018,1675,37,3,65.26
5034,1680,22,5,112.58
5035,1681,7,3,136.46
5047,1685,32,2,97.97
5048,1685,1,5,58.69
5089,1698,3,5,41.04
5090,1698,16,2,26.85
5129,1714,6,5,104.3
5130,1714,28,3,86.41
5131,1714,19,5,114.65
5181,1730,16,5,41.82
5182,1730,29,1,169.62
5183,1730,26,5,170.77
5184,1730,26,3,120.5
5185,1730,28,4,161.33
5227,1744,6,5,14.65
5228,1744,36,1,140.88
5229,1744,7,2,126.67
5230,1744,7,5,160.84
5231,1744,22,5,95.83
5237,1747,25,3,38.33
5238,1747,5,2,16.23
5239,1747,11,2,88.62
5240,1747,8,2,76.12
5241,1747,35,3,118.46
5242,1748,28,1,130.17
5243,1748,8,1,122.09
5244,1748,13,5,191.15
5245,1748,28,3,115.0
5258,1754,2,5,114.41
5259,1754,25,1,37.87
5260,1754,18,3,196.13
5299,1769,12,5,154.89
5300,1769,30,5,29.17
5301,1769,39,1,90.43
5304,1772,31,2,174.48
5305,1772,39,1,148.34
5306,1772,15,1,85.63
5307,1772,27,5,84.5
5316,1776,23,3,57.12
5317,1776,6,5,51.25
5318,1776,9,1,33.6
5319,1776,10,3,126.22
5320,1777,34,1,108.92
5321,1777,27,2,138.36
5322,1777,12,4,151.75
5323,1777,28,3,110.15
5351,1787,21,2,182.31
5352,1787,34,5,171.86
5359,1791,20,2,63.61
5360,1791,21,1,138.51
5361,1791,14,4,190.32
5362,1791,9,3,24.5
5363,1791,28,2,38.47
5384,1797,5,2,180.61
5385,1797,10,3,31.13
5399,1802,39,5,113.61
5400,1802,30,5,151.84
5401,1802,18,1,63.56
5402,1802,3,5,99.1
5473,1825,37,4,15.15
5474,1825,5,5,139.91
5480,1828,6,1,159.27
5481,1828,35,1,191.98
5482,1828,6,2,66.54
5483,1828,17,5,114.9
5493,1833,6,3,157.53
5494,1833,36,5,83.25
5495,1833,8,4,21.55
5496,1833,25,2,153.68
5572,1859,39,4,79.56
5573,1859,7,4,75.53
5574,1859,4,1,173.03
5575,1859,34,5,90.31
5576,1859,16,1,11.94
5589,1863,21,5,58.91
5607,1870,19,5,13.9
5620,1875,37,4,17.41
5622,1877,26,4,151.28
5631,1881,23,2,97.35
5632,1881,21,2,48.51
5633,1881,6,4,48.04
5634,1881,37,5,193.02
5652,1887,11,1,158.93
5653,1887,32,1,123.54
5654,1887,33,4,35.13
5655,1887,9,3,185.74
5666,1890,14,4,62.74
5667,1890,36,3,163.61
5668,1890,23,3,91.62
5669,1890,39,3,32.91
5670,1890,8,4,85.81
5672,1892,37,1,68.16
5673,1892,39,5,74.66
5674,1892,4,1,45.78
5683,1895,11,1,199.87
5684,1895,13,3,104.76
5685,1895,6,4,13.02
5686,1895,27,4,88.19
5687,1895,4,5,14.11
5697,1900,10,4,157.85
5698,1900,15,1,46.73
5699,1900,26,5,170.58
5707,1903,24,2,47.2
5740,1912,3,1,81.9
5741,1912,22,5,157.47
5742,1912,21,4,65.38
5783,1925,13,5,62.19
5784,1925,26,4,73.13
5785,1925,20,2,61.3
5827,1941,3,3,188.24
5828,1941,20,5,112.12
5829,1941,9,4,133.7
5830,1941,16,4,143.67
5831,1941,38,3,148.76
5886,1959,19,5,11.76
5906,1965,22,5,90.95
5907,1965,39,5,199.6
5908,1965,32,1,176.74
5909,1965,28,1,137.88
5910,1965,29,1,164.52
5948,1977,10,5,139.62
5949,1977,18,1,154.5
5950,1977,27,3,25.56
5951,1977,32,3,96.14
5969,1983,36,1,15.59
5970,1983,21,4,97.71
5971,1983,5,5,36.64
5972,1983,23,5,182.79
5973,1983,17,1,108.74
5974,1984,36,1,128.22
5975,1984,4,5,69.43
5988,1989,15,5,36.31
5989,1989,15,3,153.11
5990,1989,1,4,187.6
5991,1990,17,2,134.42
5992,1990,11,2,142.5
5993,1990,31,1,30.39
6039,2002,19,3,189.8
6040,2002,14,1,162.71
6041,2002,24,3,199.96
6042,2002,25,3,179.0
6043,2003,19,3,90.23
6044,2003,34,4,13.55
6045,2003,21,2,25.43
6046,2003,31,1,100.34
6105,2025,22,2,36.13
6106,2025,3,2,131.77
6107,2025,15,2,113.83
6142,2038,8,2,165.09
6143,2038,18,5,138.61
6144,2038,34,2,131.38
6145,2038,4,1,75.15
6155,2042,38,4,106.18
6156,2042,19,5,23.02
6157,2042,32,1,85.56
6158,2042,9,1,198.27
6159,2042,11,4,98.5
6168,2046,18,2,107.92
6169,2046,4,1,133.74
6170,2046,2,2,56.19
6171,2046,31,1,126.88
6172,2046,21,1,76.68
6219,2061,31,5,104.11
6220,2061,28,1,181.88
6228,2064,11,3,40.13
6229,2064,33,2,87.85
6230,2064,12,1,108.45
6236,2068,29,1,60.8
6237,2069,36,1,54.5
6238,2069,12,5,126.49
6255,2074,36,2,134.58
6256,2074,13,5,186.23
6257,2074,26,1,133.19
6258,2074,1,5,115.2
6264,2077,36,3,108.48
6265,2077,34,1,166.54
6290,2086,24,5,94.54
6291,2086,18,1,116.03
6292,2086,21,4,38.7
6293,2086,14,1,174.97
6294,2086,37,1,43.22
6302,2089,7,2,49.62
6303,2089,36,4,114.64
6304,2089,12,5,16.31
6305,2089,2,1,70.48
6306,2089,9,2,60.07
6311,2092,38,5,194.1
6312,2092,17,2,188.3
6340,2104,8,3,187.08
6426,2130,19,5,97.62
6427,2130,13,3,30.32
6428,2130,32,1,11.46
6429,2130,39,5,99.09
6434,2132,15,1,146.56
6435,2132,21,3,140.34
6436,2132,38,4,165.2
6437,2132,34,2,183.33
6438,2132,16,2,33.51
6473,2144,19,1,89.2
6474,2144,23,4,10.7
6475,2144,19,4,166.56
6476,2145,25,4,172.68
6477,2145,15,2,186.93
6479,2147,24,5,43.62
6496,2154,36,4,88.79
6497,2154,3,3,152.58
6498,2154,11,2,96.79
6499,2154,31,5,11.4
6500,2154,17,5,180.27
6516,2160,39,2,80.0
6529,2166,4,4,35.49
6530,2166,27,1,197.2
6535,2168,9,4,101.51
6536,2168,21,4,18.28
6537,2168,35,3,138.17
6546,2171,24,3,177.64
6547,2171,21,3,67.07
6589,2185,18,4,61.85
6590,2185,20,2,184.06
6591,2185,22,3,174.21
6639,2201,30,1,90.86
6640,2201,10,3,91.05
6641,2201,27,5,71.02
6642,2201,34,4,78.89
6643,2201,20,3,45.21
6710,2223,22,2,131.72
6711,2224,37,5,30.11
6712,2224,37,4,40.98
6713,2224,26,5,196.11
6714,2224,6,5,165.66
6752,2237,12,4,72.15
6753,2237,6,2,138.2
6754,2237,31,5,68.42
6755,2237,35,1,175.31
6767,2241,22,3,56.72
6768,2241,39,4,83.34
6769,2241,23,5,37.33
6770,2241,20,5,99.37
6771,2241,1,1,191.64
6842,2267,13,4,117.2
6843,2267,31,1,151.07
6844,2267,7,4,39.57
6845,2267,14,1,13.02
6846,2267,34,5,140.39
6847,2268,25,3,144.89
6848,2268,7,4,82.31
6849,2268,11,1,125.86
6850,2268,24,4,13.82
6905,2287,21,1,36.15
6906,2287,15,1,38.7
6907,2287,18,3,22.73
6908,2288,1,2,126.74
6909,2288,12,2,181.79
6910,2288,36,5,107.23
6911,2288,22,4,94.13
6917,2291,22,1,102.22
6918,2291,19,4,154.35
6919,2291,26,1,126.31
6936,2297,23,1,168.82
6937,2297,35,3,67.87
6938,2297,8,2,43.73
6968,2307,8,4,189.74
7036,2331,21,1,67.66
7037,2331,36,3,190.49
7038,2331,5,5,137.58
7039,2331,32,2,184.36
7070,2341,5,1,143.33
7071,2341,23,1,194.35
7072,2341,27,5,93.45
7073,2341,34,3,113.04
7074,2341,12,1,169.67
7086,2345,8,5,92.22
7125,2362,38,5,98.19
7126,2362,4,1,79.3
7127,2362,17,4,172.28
7146,2370,19,3,187.87
7147,2370,35,5,25.18
7148,2370,34,4,97.13
7149,2370,13,5,19.17
7150,2371,30,5,38.41
7191,2386,11,1,72.21
7270,2415,34,4,128.41
7271,2415,36,4,144.91
7272,2415,38,5,172.27
7273,2415,20,5,155.75
7274,2415,36,1,23.63
7284,2418,7,1,93.34
7285,2418,36,3,14.56
7286,2418,33,4,197.55
7307,2427,1,3,120.82
7308,2427,37,2,32.77
7309,2427,35,3,36.05
7310,2427,17,1,74.26
7311,2427,30,1,165.52
7319,2431,15,5,28.2
7327,2435,24,3,16.96
7328,2435,21,3,159.66
7329,2435,10,3,76.88
7330,2435,18,4,111.02
7331,2435,3,4,53.66
7349,2442,1,3,84.63
7350,2442,3,1,179.2
7351,2443,13,5,27.77
7352,2443,1,1,130.52
7358,2445,19,2,124.51
7359,2445,24,3,123.9
7360,2445,19,1,148.95
7361,2445,26,1,140.02
7362,2445,32,1,188.82
7446,2472,24,2,13.18
7447,2472,12,2,111.69
7491,2486,33,4,149.79
7492,2486,14,4,124.51
7493,2486,19,1,54.93
7494,2486,34,5,193.76
7495,2486,8,1,15.69
7510,2493,9,3,77.94
7511,2493,32,2,63.22
7512,2493,4,1,49.69
7513,2493,14,3,38.78
7514,2493,13,1,147.57
7523,2497,5,4,192.1
7524,2497,36,4,57.06
7533,2501,36,1,42.48
7534,2501,9,2,142.37
7535,2501,3,3,71.84
7543,2504,19,3,146.73
7544,2504,12,5,178.2
7545,2504,36,2,187.1
7546,2504,36,1,43.54
7547,2504,25,5,11.44
7548,2505,2,1,174.94
7549,2505,24,4,138.74
7550,2505,7,1,150.93
7551,2505,34,3,43.87
7554,2507,14,1,54.62
7600,2523,27,4,163.67
7601,2523,21,5,20.13
7602,2523,19,1,84.12
7603,2523,19,1,194.8
7618,2530,11,3,23.64
7619,2530,23,1,57.82
7623,2532,22,4,77.54
7624,2532,19,5,137.31
7625,2533,26,2,129.22
7626,2533,1,4,193.58
7627,2533,23,3,77.49
7628,2533,3,4,196.89
7629,2533,22,1,156.42
7637,2536,18,1,116.48
7638,2536,4,1,73.48
7639,2536,17,2,35.68
7640,2536,19,5,104.41
7641,2537,37,1,68.15
7642,2537,30,2,195.64
7643,2537,37,4,87.58
7670,2547,5,1,199.27
7671,2547,21,4,101.71
7672,2547,5,3,117.51
7673,2548,36,5,188.27
7674,2548,28,5,114.41
7675,2548,8,4,77.04
7724,2565,16,3,170.75
7725,2565,36,5,132.25
7726,2565,32,5,154.93
7749,2574,1,2,113.26
7750,2574,31,3,84.36
7770,2580,31,2,30.32
7771,2580,25,4,26.63
7772,2580,8,5,109.46
7773,2580,33,1,52.01
7786,2585,13,5,13.45
7787,2585,31,1,152.54
7800,2589,17,4,171.72
7801,2589,6,3,115.57
7802,2589,36,3,33.42
7803,2589,39,4,57.39
7813,2592,2,1,75.92
7814,2592,1,5,189.39
7815,2592,4,1,118.07
7816,2592,1,4,156.24
7817,2592,15,1,34.48
7821,2595,20,2,21.49
7861,2608,35,3,116.58
7862,2608,3,4,89.76
7863,2608,19,3,18.34
7864,2609,18,2,92.21
7865,2609,28,1,157.92
7866,2609,2,5,181.82
7885,2616,16,1,148.78
7886,2616,15,2,166.65
7887,2616,13,4,120.36
7901,2622,10,5,126.82
7931,2635,29,3,185.13
7932,2635,18,1,118.56
7933,2635,30,4,155.0
7934,2635,18,1,197.9
7935,2635,8,1,87.65
7971,2647,28,2,155.44
7972,2647,7,5,87.13
7973,2647,20,5,111.44
7974,2648,27,1,187.98
7975,2648,39,1,115.93
7976,2648,22,4,78.08
7977,2648,13,2,126.24
7978,2648,27,2,176.27
