id,created_at,total_amount,customer_age,customer_gender,store_location
12433,2025-04-28T15:00:58,778.67,30,Female,Region 9
13203,2025-05-05T20:13:14,563.94,46,Male,Region 4
2616,2025-01-25T09:20:51,963.52,75,Male,Region 6
11439,2025-04-19T16:05:17,560.36,80,Male,Region 6
6925,2025-03-07T20:47:39,1031.89,30,Other,Region 7
5575,2025-02-23T20:25:25,2224.47,67,Male,Region 9
4553,2025-02-13T06:04:06,808.64,45,Male,Region 9
2548,2025-01-25T09:37:33,1821.56,73,Other,Region 6
3528,2025-02-04T09:56:14,892.89,54,Male,Region 9
15683,2025-05-31T22:59:42,1308.88,73,Male,Region 6
12510,2025-04-29T19:08:34,1208.14,75,Male,Region 8
5515,2025-02-22T07:09:32,588.46,69,Female,Region 2
1675,2025-01-16T09:01:05,423.9,66,Female,Region 7
1520,2025-01-14T06:30:59,477.72,58,Male,Region 2
6225,2025-02-28T19:38:30,341.72,20,Female,Region 8
1585,2025-01-15T19:46:50,575.13,10,Male,Region 5
5882,2025-02-25T15:00:48,686.4,55,Other,Region 2
13886,2025-05-10T06:59:33,431.02,39,Other,Region 2
5636,2025-02-23T21:47:02,909.88,10,Female,Region 8
9892,2025-04-04T13:00:29,934.19,52,Other,Region 10
4334,2025-02-11T20:16:22,982.95,56,Female,Region 5
13224,2025-05-05T14:30:10,404.24,37,Female,Region 4
712,2025-01-07T08:19:28,1560.12,25,Female,Region 8
11956,2025-04-24T11:40:59,250.52,20,Male,Region 9
7528,2025-03-12T06:16:24,727.51,55,Female,Region 7
8786,2025-03-25T08:28:57,377.77,38,Female,Region 7
2046,2025-01-19T07:48:35,665.52,27,Female,Region 5
15111,2025-05-24T14:07:34,1155.19,39,Male,Region 8
6202,2025-02-28T19:24:57,128.77,17,Other,Region 9
1292,2025-01-12T20:26:02,207.0,48,Other,Region 3
9045,2025-03-27T11:22:19,2032.04,61,Other,Region 2
4804,2025-02-15T10:38:50,1123.2,79,Other,Region 9
13589,2025-05-08T07:10:05,49.9,12,Female,Region 7
10300,2025-04-08T16:45:53,1938.56,77,Other,Region 7
10134,2025-04-06T06:26:29,63.54,30,Female,Region 2
14508,2025-05-16T14:35:35,533.83,27,Female,Region 10
14119,2025-05-12T15:03:16,443.3,36,Male,Region 10
5926,2025-02-25T16:28:41,1557.39,32,Other,Region 4
9460,2025-03-31T18:21:19,1166.55,23,Other,Region 1
3151,2025-01-30T15:03:16,1095.85,33,Other,Region 6
11544,2025-04-20T20:03:52,864.97,24,Male,Region 3
1140,2025-01-11T13:46:34,1252.58,45,Other,Region 6
751,2025-01-08T10:40:30,1808.37,58,Female,Region 4
10835,2025-04-13T18:23:57,1576.45,19,Female,Region 4
3734,2025-02-06T22:12:39,356.88,41,Other,Region 4
12666,2025-04-30T14:34:29,260.53,29,Other,Region 8
4742,2025-02-14T10:26:09,36.03,80,Other,Region 1
1308,2025-01-12T09:02:53,884.22,60,Other,Region 6
14014,2025-05-11T06:20:52,880.06,73,Female,Region 8
3815,2025-02-07T12:20:41,1136.34,71,Male,Region 4
14197,2025-05-13T20:09:46,1031.43,41,Male,Region 10
1655,2025-01-16T09:07:24,1772.17,17,Male,Region 3
6228,2025-02-28T18:24:40,1355.26,28,Female,Region 7
4555,2025-02-13T13:00:04,108.45,45,Other,Region 1
7429,2025-03-11T12:52:32,2253.82,25,Male,Region 9
10416,2025-04-08T16:33:16,665.59,77,Female,Region 5
13667,2025-05-08T06:56:43,1520.08,41,Other,Region 3
5978,2025-02-26T13:06:43,1401.15,40,Female,Region 6
2665,2025-01-26T22:33:33,976.72,71,Other,Region 8
6066,2025-02-27T19:57:49,918.12,36,Other,Region 9
5821,2025-02-24T22:26:42,464.31,66,Female,Region 10
3433,2025-02-02T10:17:37,1989.73,70,Male,Region 2
10981,2025-04-15T16:44:10,845.16,36,Male,Region 6
4375,2025-02-11T15:08:25,34.34,58,Female,Region 2
11499,2025-04-19T12:02:41,773.65,39,Other,Region 10
15347,2025-05-26T18:07:08,535.14,34,Male,Region 1
11200,2025-04-17T13:10:41,108.52,44,Other,Region 10
10618,2025-04-11T20:02:27,1091.8,36,Female,Region 7
1170,2025-01-11T09:20:30,79.23,17,Male,Region 3
9981,2025-04-04T18:43:13,731.39,58,Other,Region 4
10404,2025-04-08T07:38:22,285.47,52,Other,Region 7
2804,2025-01-27T19:16:01,838.45,54,Male,Region 3
8752,2025-03-24T09:42:51,947.59,36,Other,Region 9
11947,2025-04-24T09:41:50,1243.72,56,Male,Region 3
4011,2025-02-08T11:39:13,1156.36,77,Female,Region 7
2678,2025-01-26T20:46:35,1713.68,45,Other,Region 2
7574,2025-03-13T16:56:57,782.16,20,Male,Region 6
6217,2025-02-28T15:43:26,326.51,26,Male,Region 4
4423,2025-02-11T15:46:12,1559.12,77,Male,Region 9
15162,2025-05-24T19:51:46,317.12,54,Male,Region 1
10486,2025-04-09T08:27:21,1756.12,55,Male,Region 6
11275,2025-04-17T22:39:53,1043.19,62,Other,Region 7
9126,2025-03-28T22:11:43,917.67,70,Male,Region 1
3599,2025-02-04T15:39:08,162.83,35,Male,Region 5
11217,2025-04-17T07:46:57,1024.9,28,Male,Region 2
5314,2025-02-20T17:24:05,78.35,24,Male,Region 9
13810,2025-05-10T08:20:29,988.87,37,Female,Region 7
12589,2025-04-29T09:15:46,1401.08,73,Female,Region 1
12714,2025-04-30T08:51:28,376.22,25,Female,Region 6
917,2025-01-09T11:58:04,1342.55,29,Female,Region 4
3753,2025-02-06T08:48:19,739.71,69,Male,Region 4
13465,2025-05-07T06:03:28,549.46,34,Male,Region 10
526,2025-01-05T09:33:45,583.92,62,Female,Region 5
13190,2025-05-05T12:14:15,88.81,32,Male,Region 1
5169,2025-02-19T15:40:39,482.5,14,Other,Region 2
6573,2025-03-04T10:27:37,754.34,18,Male,Region 2
4387,2025-02-11T19:58:40,1605.92,30,Female,Region 2
1085,2025-01-11T09:00:25,1018.66,57,Male,Region 5
3457,2025-02-03T18:09:00,1451.02,17,Other,Region 9
14961,2025-05-22T10:56:28,1592.94,59,Other,Region 10
15449,2025-05-27T19:09:35,302.91,15,Female,Region 3
9293,2025-03-30T10:21:36,1492.01,18,Other,Region 3
14359,2025-05-15T21:41:12,1706.59,68,Male,Region 5
11763,2025-04-22T12:17:28,1546.52,25,Female,Region 6
5156,2025-02-18T16:11:32,682.07,36,Female,Region 9
3484,2025-02-03T21:55:41,1050.13,66,Male,Region 9
10739,2025-04-12T20:49:42,1489.42,24,Male,Region 1
8180,2025-03-19T07:01:21,531.17,63,Female,Region 5
6483,2025-03-03T08:10:56,567.93,25,Other,Region 6
14495,2025-05-16T14:07:04,857.45,53,Other,Region 6
14984,2025-05-23T06:21:24,970.38,46,Other,Region 7
10533,2025-04-10T13:23:18,424.08,70,Female,Region 1
7518,2025-03-12T17:03:24,436.1,44,Other,Region 9
2341,2025-01-23T10:13:36,1313.72,33,Female,Region 4
4340,2025-02-11T17:11:44,926.16,78,Female,Region 10
2288,2025-01-22T22:34:40,1529.73,33,Other,Region 3
4041,2025-02-08T10:16:09,986.4,18,Other,Region 7
12206,2025-04-26T22:14:08,469.52,55,Male,Region 1
9198,2025-03-29T22:30:19,369.56,25,Male,Region 9
8831,2025-03-25T21:49:33,1296.4,12,Female,Region 2
4305,2025-02-10T12:29:03,422.6,10,Other,Region 3
12240,2025-04-26T19:39:29,1107.83,11,Male,Region 4
9578,2025-04-01T18:30:41,1833.62,22,Female,Region 6
7020,2025-03-08T21:42:44,1193.35,20,Male,Region 8
14710,2025-05-19T06:09:15,2599.64,64,Other,Region 10
9561,2025-04-01T10:56:16,1699.62,51,Female,Region 4
6544,2025-03-04T16:19:03,842.77,22,Female,Region 10
5931,2025-02-25T07:13:21,514.84,40,Other,Region 4
3594,2025-02-04T11:55:55,1065.92,42,Other,Region 7
2267,2025-01-22T19:41:12,1493.12,53,Other,Region 10
8349,2025-03-20T13:01:34,103.13,45,Male,Region 6
8086,2025-03-18T22:48:56,2059.33,32,Female,Region 6
1490,2025-01-14T09:47:03,1270.34,73,Female,Region 9
12383,2025-04-28T07:07:35,1182.2,55,Male,Region 1
772,2025-01-08T16:28:24,1188.69,29,Other,Region 4
14109,2025-05-12T11:04:41,894.44,69,Other,Region 7
1797,2025-01-17T20:09:27,454.61,25,Female,Region 2
2505,2025-01-25T06:43:13,1012.44,18,Male,Region 9
10281,2025-04-07T10:02:12,1681.71,42,Other,Region 7
2622,2025-01-25T14:00:34,634.1,14,Female,Region 3
12978,2025-05-03T07:32:14,119.22,33,Female,Region 1
11150,2025-04-16T14:00:27,647.08,75,Female,Region 7
6917,2025-03-07T11:20:17,587.65,11,Female,Region 9
9772,2025-04-03T18:52:03,1764.28,40,Female,Region 3
1041,2025-01-10T07:52:03,1763.67,50,Female,Region 2
6305,2025-03-01T10:23:53,1382.32,53,Other,Region 6
6253,2025-03-01T16:36:38,391.63,72,Female,Region 6
9764,2025-04-03T10:39:23,1384.04,27,Other,Region 1
7669,2025-03-14T18:56:04,444.98,79,Male,Region 8
8670,2025-03-23T11:43:31,691.05,18,Female,Region 6
4120,2025-02-09T15:52:39,727.72,54,Other,Region 9
9065,2025-03-27T16:18:24,1922.24,51,Male,Region 5
14104,2025-05-12T09:50:01,1112.46,27,Male,Region 3
15441,2025-05-27T07:35:09,1917.43,35,Other,Region 5
189,2025-01-02T21:44:43,450.36,76,Male,Region 5
11146,2025-04-16T08:51:04,969.27,14,Female,Region 1
11809,2025-04-22T10:16:37,2277.08,77,Other,Region 9
1877,2025-01-18T15:37:27,605.12,35,Other,Region 4
11170,2025-04-17T22:41:24,1161.72,28,Male,Region 4
14497,2025-05-16T06:11:44,918.97,11,Male,Region 5
8798,2025-03-25T12:39:25,412.44,50,Male,Region 7
12303,2025-04-27T09:16:07,703.1,28,Female,Region 7
4372,2025-02-11T11:31:09,1249.84,36,Other,Region 9
12593,2025-04-29T07:55:54,1175.9,61,Other,Region 6
10502,2025-04-09T10:51:24,545.15,24,Other,Region 4
5574,2025-02-23T16:21:45,106.18,43,Other,Region 3
1828,2025-01-17T14:04:41,1058.83,50,Female,Region 5
4809,2025-02-15T13:38:21,2431.94,71,Female,Region 4
7124,2025-03-09T10:16:14,363.48,21,Female,Region 7
2592,2025-01-25T20:05:14,1800.38,59,Female,Region 8
7434,2025-03-11T12:24:09,789.57,56,Other,Region 5
54,2025-01-01T08:36:23,1774.99,26,Other,Region 3
11831,2025-04-22T18:43:09,2571.55,29,Male,Region 10
14350,2025-05-15T14:12:10,522.26,61,Male,Region 8
11792,2025-04-22T15:16:49,140.54,28,Other,Region 7
4316,2025-02-11T16:31:50,547.25,18,Other,Region 2
8202,2025-03-19T12:45:38,1908.6,72,Other,Region 3
12484,2025-04-29T16:07:18,228.28,15,Female,Region 1
2928,2025-01-28T12:30:39,1372.91,75,Female,Region 3
8318,2025-03-20T13:29:04,1549.69,49,Other,Region 9
14953,2025-05-22T20:00:51,522.24,52,Other,Region 8
1744,2025-01-17T19:33:17,1750.82,55,Other,Region 8
14263,2025-05-14T20:35:55,624.31,43,Female,Region 9
10245,2025-04-07T19:17:55,831.79,54,Other,Region 4
4890,2025-02-16T14:26:14,1871.81,22,Male,Region 1
13790,2025-05-10T20:38:50,1148.43,19,Female,Region 5
10469,2025-04-09T10:40:26,163.92,14,Other,Region 5
15526,2025-05-28T21:08:36,574.55,41,Male,Region 6
9978,2025-04-04T10:04:39,168.6,78,Female,Region 10
3259,2025-01-31T22:26:45,2386.16,66,Other,Region 8
15568,2025-05-29T09:39:05,1065.16,38,Other,Region 4
6127,2025-02-27T06:37:14,1424.05,21,Female,Region 4
12493,2025-04-29T15:47:07,422.26,23,Male,Region 8
2647,2025-01-25T12:38:31,1303.73,58,Female,Region 7
8838,2025-03-25T15:54:38,1518.23,23,Male,Region 9
12758,2025-04-30T16:51:58,981.51,14,Male,Region 1
15114,2025-05-24T21:23:01,834.31,32,Female,Region 10
8690,2025-03-23T21:33:38,1148.25,21,Male,Region 4
15049,2025-05-23T22:58:44,269.79,38,Male,Region 8
10,2025-01-01T10:10:39,1678.43,25,Male,Region 6
9814,2025-04-03T06:02:15,440.06,76,Female,Region 5
5311,2025-02-20T14:40:29,530.67,17,Female,Region 3
8006,2025-03-18T13:55:44,253.39,48,Other,Region 3
320,2025-01-03T09:56:56,1793.61,12,Female,Region 6
1833,2025-01-17T18:33:43,1282.4,74,Female,Region 3
15223,2025-05-25T13:41:09,1333.34,46,Male,Region 5
5948,2025-02-25T12:07:00,123.87,68,Other,Region 7
14397,2025-05-15T19:19:34,1590.61,39,Other,Region 6
13627,2025-05-08T07:35:06,770.82,11,Other,Region 7
13219,2025-05-05T16:49:58,1201.44,34,Male,Region 1
5039,2025-02-18T09:39:52,617.2,38,Female,Region 1
3924,2025-02-08T21:31:39,753.03,79,Male,Region 2
950,2025-01-10T08:57:24,339.38,65,Male,Region 6
3947,2025-02-08T12:00:35,1575.63,57,Male,Region 7
14386,2025-05-15T22:10:57,966.23,63,Male,Region 7
9296,2025-03-30T20:11:34,685.74,66,Female,Region 1
1291,2025-01-12T12:55:06,711.61,63,Male,Region 7
1404,2025-01-14T21:02:17,1208.36,72,Other,Region 3
11992,2025-04-24T19:53:49,1062.05,22,Male,Region 3
7963,2025-03-17T14:51:19,1015.78,71,Female,Region 3
13370,2025-05-06T15:26:05,429.1,77,Other,Region 10
1134,2025-01-11T09:29:22,1854.61,56,Female,Region 4
12462,2025-04-28T18:54:21,490.1,48,Other,Region 2
8728,2025-03-24T22:56:03,1381.57,41,Male,Region 5
12548,2025-04-29T11:25:55,1298.95,75,Female,Region 1
2061,2025-01-19T07:04:53,702.43,45,Male,Region 1
2104,2025-01-20T18:39:23,561.24,26,Female,Region 4
10810,2025-04-13T13:52:07,713.08,20,Female,Region 5
7788,2025-03-16T07:09:24,872.94,58,Female,Region 7
9008,2025-03-27T09:50:55,1147.61,21,Male,Region 10
2706,2025-01-26T17:08:32,565.49,24,Other,Region 3
4343,2025-02-11T14:36:26,359.06,32,Male,Region 4
8646,2025-03-23T13:08:56,916.86,25,Female,Region 3
14294,2025-05-14T10:59:08,796.47,27,Other,Region 9
9939,2025-04-04T20:37:53,825.4,14,Male,Region 8
6933,2025-03-07T18:39:31,474.78,38,Male,Region 7
3471,2025-02-03T07:31:55,1104.97,59,Female,Region 7
15220,2025-05-25T15:21:53,254.52,48,Male,Region 5
8836,2025-03-25T14:56:46,837.9,13,Male,Region 6
12375,2025-04-28T17:33:11,1812.89,64,Female,Region 6
11960,2025-04-24T21:40:27,780.84,47,Other,Region 9
11303,2025-04-18T17:54:45,1938.15,17,Male,Region 1
3296,2025-02-01T08:56:52,1677.98,50,Female,Region 6
11681,2025-04-21T15:11:35,96.68,19,Other,Region 6
5108,2025-02-18T17:48:19,1384.84,40,Male,Region 2
6538,2025-03-04T09:12:46,1799.96,23,Female,Region 7
11005,2025-04-15T10:09:58,2811.57,19,Female,Region 10
15716,2025-05-31T17:11:47,1717.46,40,Male,Region 8
6119,2025-02-27T19:45:41,127.34,76,Other,Region 10
7178,2025-03-09T17:25:11,1997.63,64,Female,Region 6
14740,2025-05-20T16:06:21,2069.46,41,Female,Region 6
8480,2025-03-22T16:49:05,2091.65,75,Female,Region 6
7398,2025-03-11T13:44:00,1675.27,56,Male,Region 2
1983,2025-01-19T12:22:42,1612.32,80,Male,Region 2
4062,2025-02-09T11:19:44,1176.52,49,Other,Region 8
3682,2025-02-05T13:02:31,900.01,56,Female,Region 6
1050,2025-01-10T22:02:49,741.8,62,Female,Region 4
5540,2025-02-22T19:16:31,725.73,46,Other,Region 9
345,2025-01-04T17:24:16,620.82,57,Male,Region 5
9639,2025-04-02T06:03:49,1470.64,25,Male,Region 3
9076,2025-03-27T17:19:48,1204.1,24,Male,Region 2
3771,2025-02-06T20:03:38,1367.08,24,Other,Region 3
9642,2025-04-02T10:16:04,1367.73,48,Male,Region 7
3609,2025-02-04T16:35:58,95.0,32,Male,Region 2
118,2025-01-02T09:54:29,1861.42,35,Male,Region 3
1164,2025-01-11T06:41:24,777.36,45,Other,Region 2
11598,2025-04-20T16:40:47,681.86,79,Other,Region 2
10340,2025-04-08T10:44:10,88.39,27,Other,Region 5
965,2025-01-10T08:40:22,333.15,46,Female,Region 10
3751,2025-02-06T14:00:04,1372.89,17,Male,Region 6
1105,2025-01-11T17:28:56,982.35,19,Male,Region 7
14835,2025-05-20T11:16:50,1267.12,23,Other,Region 3
515,2025-01-05T13:11:33,1820.8,70,Other,Region 3
14085,2025-05-12T14:21:52,943.41,19,Female,Region 5
5414,2025-02-21T17:16:29,303.42,58,Male,Region 3
1161,2025-01-11T07:18:30,171.36,55,Female,Region 7
8424,2025-03-21T13:53:45,1867.77,21,Male,Region 9
3900,2025-02-07T13:26:10,2280.28,23,Male,Region 9
4563,2025-02-13T18:40:52,1165.33,59,Female,Region 3
10961,2025-04-15T06:43:52,590.34,48,Male,Region 3
7954,2025-03-17T16:09:01,326.82,14,Male,Region 6
3511,2025-02-03T19:16:46,1271.95,33,Female,Region 5
8835,2025-03-25T07:04:13,656.45,30,Male,Region 4
2168,2025-01-20T09:24:57,893.67,49,Female,Region 4
11852,2025-04-23T09:18:58,865.46,19,Female,Region 8
15328,2025-05-26T08:57:30,409.71,17,Female,Region 1
14457,2025-05-16T15:46:52,195.3,17,Female,Region 5
9356,2025-03-30T16:37:01,1277.22,67,Female,Region 6
9441,2025-03-31T08:14:55,889.33,48,Female,Region 7
7745,2025-03-15T11:48:21,396.78,34,Other,Region 1
3982,2025-02-08T06:02:42,839.44,17,Female,Region 2
12856,2025-05-01T18:42:09,284.9,38,Female,Region 3
7750,2025-03-15T11:35:36,1148.67,31,Male,Region 3
13231,2025-05-05T09:15:48,1628.14,39,Male,Region 7
6670,2025-03-05T17:30:44,305.35,73,Female,Region 3
3120,2025-01-30T21:53:41,1346.79,18,Other,Region 4
1546,2025-01-15T18:24:09,572.65,59,Female,Region 8
1589,2025-01-15T18:57:06,1376.11,45,Male,Region 6
10797,2025-04-13T18:27:28,777.5,70,Female,Region 10
7063,2025-03-08T10:19:19,862.57,36,Male,Region 8
5805,2025-02-24T09:42:21,926.24,24,Male,Region 4
6940,2025-03-07T21:27:32,1424.91,52,Female,Region 8
6736,2025-03-06T13:40:56,1307.23,39,Other,Region 2
7652,2025-03-14T07:06:57,1037.52,80,Other,Region 2
14154,2025-05-12T21:09:58,1283.49,39,Male,Region 2
11946,2025-04-24T16:34:08,301.14,38,Other,Region 6
888,2025-01-09T07:24:57,303.32,64,Male,Region 7
11033,2025-04-16T19:38:59,1031.12,66,Female,Region 6
10707,2025-04-12T10:42:50,877.49,77,Female,Region 6
10588,2025-04-11T12:08:41,92.94,54,Other,Region 9
1613,2025-01-15T21:39:52,1916.45,58,Female,Region 4
994,2025-01-10T10:52:35,2581.28,72,Female,Region 2
6597,2025-03-04T11:17:23,1009.92,42,Female,Region 5
11932,2025-04-23T22:58:08,999.73,41,Male,Region 3
5560,2025-02-22T09:01:30,214.44,77,Female,Region 6
13117,2025-05-04T14:45:19,112.2,11,Male,Region 7
14118,2025-05-12T09:01:59,853.18,48,Female,Region 10
1791,2025-01-17T09:30:04,1177.45,53,Other,Region 5
4074,2025-02-09T09:14:32,704.89,44,Male,Region 1
3140,2025-01-30T08:34:14,199.1,15,Other,Region 9
3117,2025-01-30T07:07:21,97.44,35,Female,Region 7
8787,2025-03-25T15:44:38,1120.79,14,Female,Region 10
7351,2025-03-11T19:25:21,428.31,37,Male,Region 8
2297,2025-01-22T06:18:44,459.89,61,Male,Region 5
15728,2025-05-31T20:15:28,1132.7,63,Female,Region 3
3007,2025-01-29T21:57:51,1735.79,41,Other,Region 10
4564,2025-02-13T13:51:22,688.34,24,Other,Region 9
7580,2025-03-13T17:53:39,781.56,45,Other,Region 1
4093,2025-02-09T16:25:31,160.91,28,Male,Region 5
14328,2025-05-15T14:01:20,1061.53,34,Female,Region 6
15127,2025-05-24T21:30:27,1344.92,64,Other,Region 9
1236,2025-01-12T13:36:56,1508.58,74,Female,Region 2
7261,2025-03-10T06:38:27,710.98,63,Male,Region 3
13239,2025-05-05T19:18:30,1408.17,10,Other,Region 8
14113,2025-05-12T22:05:32,664.04,44,Female,Region 6
14025,2025-05-11T11:07:12,948.05,60,Male,Region 3
9017,2025-03-27T16:35:33,324.16,13,Female,Region 5
1605,2025-01-15T17:32:29,449.48,57,Male,Region 4
829,2025-01-09T12:53:38,779.96,29,Male,Region 3
10685,2025-04-12T19:29:33,660.25,31,Other,Region 2
8857,2025-03-25T10:13:23,776.81,49,Female,Region 4
13698,2025-05-09T18:05:05,123.87,44,Male,Region 9
242,2025-01-03T16:10:44,1632.16,17,Female,Region 3
1529,2025-01-15T22:39:34,1455.89,37,Female,Region 5
15178,2025-05-24T10:58:57,523.62,33,Other,Region 1
12347,2025-04-28T08:50:33,166.59,50,Female,Region 10
13906,2025-05-10T21:08:28,462.24,12,Other,Region 2
3873,2025-02-07T11:25:00,925.8,65,Other,Region 5
2725,2025-01-26T09:12:11,1787.84,65,Other,Region 3
6659,2025-03-05T12:43:33,1229.83,58,Female,Region 8
7957,2025-03-17T08:22:03,1439.1,27,Male,Region 3
7887,2025-03-17T12:06:19,457.46,55,Male,Region 8
3503,2025-02-03T17:40:03,1480.65,67,Female,Region 3
14167,2025-05-12T19:36:19,1212.95,38,Male,Region 5
6571,2025-03-04T18:40:23,1268.96,78,Other,Region 5
14786,2025-05-20T13:55:28,1543.11,57,Other,Region 1
961,2025-01-10T08:40:45,1577.84,41,Other,Region 1
2698,2025-01-26T20:58:29,1116.83,27,Male,Region 2
6210,2025-02-28T21:19:04,1104.88,47,Male,Region 6
36,2025-01-01T18:53:28,1148.43,36,Female,Region 1
6397,2025-03-03T14:34:02,1736.43,30,Male,Region 5
4346,2025-02-11T15:10:57,708.5,27,Female,Region 8
15181,2025-05-25T17:47:02,1017.55,18,Female,Region 4
12847,2025-05-01T21:52:57,203.31,10,Male,Region 6
12864,2025-05-01T16:46:57,600.54,43,Other,Region 7
7455,2025-03-11T09:53:14,676.16,44,Other,Region 9
4674,2025-02-14T16:14:53,1687.89,44,Other,Region 3
6931,2025-03-07T12:25:12,261.38,62,Female,Region 7
11413,2025-04-18T21:36:30,936.75,75,Other,Region 9
11969,2025-04-24T06:15:32,435.18,24,Other,Region 3
12835,2025-05-01T20:15:17,1410.34,67,Female,Region 3
9106,2025-03-28T20:56:24,925.68,53,Other,Region 10
10845,2025-04-14T07:35:06,1724.33,19,Female,Region 1
11771,2025-04-22T14:07:38,332.44,67,Other,Region 7
7974,2025-03-17T08:47:02,481.72,48,Other,Region 3
2537,2025-01-25T15:43:43,809.75,14,Female,Region 4
3112,2025-01-30T14:25:46,945.24,11,Other,Region 7
4862,2025-02-16T10:14:13,1379.68,19,Female,Region 6
3567,2025-02-04T11:05:05,283.8,38,Other,Region 9
959,2025-01-10T09:41:36,664.22,20,Other,Region 9
9490,2025-03-31T18:58:05,1073.85,39,Other,Region 1
12055,2025-04-24T12:42:14,458.21,67,Male,Region 2
8884,2025-03-26T07:10:44,1372.52,79,Female,Region 5
999,2025-01-10T12:07:08,247.93,52,Other,Region 2
12255,2025-04-26T14:46:28,1666.46,31,Other,Region 4
5139,2025-02-18T20:58:04,841.81,56,Male,Region 2
937,2025-01-09T14:39:38,481.1,44,Female,Region 4
822,2025-01-09T09:30:16,1711.9,46,Male,Region 7
9572,2025-04-01T09:44:33,1158.81,73,Other,Region 7
7812,2025-03-16T11:12:06,790.32,27,Male,Region 2
8239,2025-03-20T16:26:32,1098.65,10,Male,Region 2
15064,2025-05-23T22:47:08,857.31,52,Male,Region 3
13971,2025-05-11T15:42:33,1145.59,16,Male,Region 10
8702,2025-03-23T20:58:56,2358.64,15,Other,Region 10
2580,2025-01-25T17:52:52,766.47,36,Female,Region 4
932,2025-01-09T19:31:23,213.12,44,Female,Region 10
8321,2025-03-20T09:27:26,798.08,17,Male,Region 3
1313,2025-01-13T21:55:25,682.64,73,Other,Region 5
13949,2025-05-11T14:44:07,842.46,15,Female,Region 7
3045,2025-01-29T15:01:39,913.38,41,Female,Region 3
1123,2025-01-11T15:16:45,1417.85,25,Male,Region 7
9750,2025-04-02T07:00:18,80.44,39,Other,Region 6
1114,2025-01-11T15:21:52,2048.41,63,Other,Region 3
11063,2025-04-16T14:12:09,2466.6,14,Male,Region 3
14121,2025-05-12T16:45:11,827.35,30,Male,Region 1
3854,2025-02-07T21:40:27,1242.54,45,Female,Region 8
6616,2025-03-05T17:03:39,1114.48,37,Male,Region 2
1965,2025-01-18T06:57:00,1931.89,43,Other,Region 1
14587,2025-05-17T09:18:45,992.11,31,Female,Region 8
9334,2025-03-30T22:06:32,3082.67,50,Other,Region 5
4034,2025-02-08T07:15:44,737.69,77,Other,Region 5
9486,2025-03-31T18:53:19,1752.74,16,Other,Region 5
9741,2025-04-02T18:38:59,825.03,61,Male,Region 8
652,2025-01-06T07:03:23,771.0,36,Male,Region 5
10148,2025-04-06T18:45:54,2576.11,43,Female,Region 3
1344,2025-01-13T10:00:37,753.43,77,Other,Region 7
6869,2025-03-06T10:04:55,1052.76,50,Male,Region 6
10771,2025-04-12T22:44:58,1017.02,34,Male,Region 8
9563,2025-04-01T16:28:33,616.24,74,Other,Region 9
9261,2025-03-29T17:04:06,584.84,80,Male,Region 1
